,Date,Type,Team,Conf.,Opp.,Venue,Win,Points_For,Points_Against,Point_Differential,Season,Opp_Conf
13438,2016-11-14,N,Fresno St.,MWC,Prairie View A&M,Home,False,84,78,6,2016-17,SWAC
27862,2021-02-06,N,Texas Southern,SWAC,UT Rio Grande Valley,Home,True,77,75,2,2020-21,WAC
13440,2016-11-14,N,Saint Louis,A10,Southern Utah,Home,True,88,76,12,2016-17,BSky
27860,2021-01-31,N,UC Riverside,BW,UC San Diego,Home,True,71,59,12,2020-21,BW
13442,2016-11-14,N,Memphis,Amer,UT Rio Grande Valley,Home,True,94,75,19,2016-17,WAC
27857,2021-01-30,N,Kansas St.,B12,Texas A&M,Home,False,68,61,7,2020-21,SEC
27855,2021-01-30,N,Oklahoma,B12,Alabama,Home,True,66,61,5,2020-21,SEC
13445,2016-11-14,N,Oakland,Horz,Western Michigan,Home,True,77,60,17,2016-17,MAC
13446,2016-11-14,N,Georgia Tech,ACC,Southern,Home,True,77,62,15,2016-17,SWAC
27850,2021-01-30,N,LSU,SEC,Texas Tech,Home,False,76,71,5,2020-21,B12
27849,2021-01-30,N,Oklahoma St.,B12,Arkansas,Home,True,81,77,4,2020-21,SEC
27848,2021-01-30,N,Baylor,B12,Auburn,Home,True,84,72,12,2020-21,SEC
13450,2016-11-14,N,Troy,SB,Eastern Illinois,Home,True,70,67,3,2016-17,OVC
13451,2016-11-14,N,Montana St.,BSky,Louisiana,Home,True,84,83,1,2016-17,SB
27847,2021-01-30,N,West Virginia,B12,Florida,Home,False,85,80,5,2020-21,SEC
13453,2016-11-14,N,UCF,Amer,Nicholls St.,Home,True,80,56,24,2016-17,Slnd
27833,2021-01-13,N,Utah Tech,WAC,New Mexico,Home,False,72,63,9,2020-21,MWC
27834,2021-01-16,N,DePaul,BE,Valparaiso,Home,True,77,58,19,2020-21,MVC
13465,2016-11-14,N,San Diego,WCC,Samford,Home,False,83,65,18,2016-17,SC
13464,2016-11-14,N,Valparaiso,Horz,Coppin St.,Home,True,78,58,20,2016-17,MEAC
27836,2021-01-17,N,Weber St.,BSky,Tarleton St.,Home,True,94,79,15,2020-21,WAC
27838,2021-01-23,N,St. John's,BE,Utah Valley,Home,True,96,78,18,2020-21,WAC
27864,2021-02-13,N,Cal Baptist,WAC,Sacramento St.,Home,True,83,71,12,2020-21,BSky
13461,2016-11-14,N,Hawaii,BW,Florida Atlantic,Home,True,64,63,1,2016-17,CUSA
27839,2021-01-23,N,Cal Baptist,WAC,Long Beach St.,Home,True,96,75,21,2020-21,BW
13458,2016-11-14,N,Pacific,WCC,Green Bay,Home,True,76,58,18,2016-17,Horz
27843,2021-01-30,N,Tennessee,SEC,Kansas,Home,True,80,61,19,2020-21,B12
27844,2021-01-30,N,Missouri,SEC,TCU,Home,True,102,98,4,2020-21,B12
13455,2016-11-14,N,St. John's,BE,Binghamton,Home,True,77,61,16,2016-17,AE
27846,2021-01-30,N,Mississippi St.,SEC,Iowa St.,Home,True,95,56,39,2020-21,B12
13460,2016-11-14,N,Eastern Kentucky,OVC,UNC Wilmington,Home,False,78,69,9,2016-17,CAA
13435,2016-11-14,N,Ohio St.,B10,North Carolina Centr,Home,True,69,63,6,2016-17,MEAC
27867,2021-02-14,N,Cal Baptist,WAC,Sacramento St.,Home,False,70,69,1,2020-21,BSky
13433,2016-11-14,N,Iowa St.,B12,Mount St. Mary's,Home,True,73,55,18,2016-17,NEC
13408,2016-11-14,N,West Virginia,B12,Mississippi Valley S,Home,True,107,66,41,2016-17,SWAC
13405,2016-11-14,N,UMass Lowell,AE,Wagner,Home,True,87,76,11,2016-17,NEC
13404,2016-11-14,N,Elon,CAA,Charlotte,Home,False,100,95,5,2016-17,CUSA
13403,2016-11-14,N,UAB,CUSA,Furman,Home,False,84,74,10,2016-17,SC
13401,2016-11-14,N,Nevada,MWC,Loyola Marymount,Home,True,79,64,15,2016-17,WCC
13398,2016-11-14,N,Utah St.,MWC,NJIT,Home,True,93,84,9,2016-17,ASun
13409,2016-11-14,N,BYU,WCC,Princeton,Home,True,82,73,9,2016-17,Ivy
13397,2016-11-14,N,Texas,B12,Louisiana Monroe,Home,True,80,59,21,2016-17,SB
13394,2016-11-14,N,Evansville,MVC,Alcorn St.,Home,True,82,59,23,2016-17,SWAC
13392,2016-11-14,N,Air Force,MWC,Jacksonville,Home,True,86,68,18,2016-17,ASun
13391,2016-11-14,N,East Tennessee St.,SC,Detroit Mercy,Home,True,107,78,29,2016-17,Horz
13390,2016-11-14,N,Xavier,BE,Buffalo,Home,True,86,53,33,2016-17,MAC
13389,2016-11-14,N,Providence,BE,Vermont,Home,True,80,58,22,2016-17,AE
13388,2016-11-14,N,Purdue,B10,Villanova,Home,False,79,76,3,2016-17,BE
13395,2016-11-14,N,Minnesota,B10,UT Arlington,Home,True,84,67,17,2016-17,SB
13468,2016-11-14,N,Tennessee Tech,OVC,Central Michigan,Home,False,86,74,12,2016-17,MAC
13410,2016-11-14,N,Stetson,ASun,FIU,Home,True,82,67,15,2016-17,CUSA
13413,2016-11-14,N,Mississippi,SEC,Massachusetts,Home,True,90,88,2,2016-17,A10
13432,2016-11-14,N,Marquette,BE,Howard,Home,True,81,49,32,2016-17,MEAC
27868,2021-02-17,N,North Carolina,ACC,Northeastern,Home,True,82,62,20,2020-21,CAA
27871,2021-02-24,N,North Carolina,ACC,Marquette,Home,False,83,70,13,2020-21,BE
27872,2021-02-25,N,Houston,Amer,Western Kentucky,Home,True,81,57,24,2020-21,CUSA
27876,2021-03-04,N,Kansas,B12,UTEP,Home,True,67,62,5,2020-21,CUSA
13427,2016-11-14,N,Coastal Carolina,SB,Charleston,Home,False,71,64,7,2016-17,CAA
13412,2016-11-14,N,Texas A&M,SEC,American,Home,True,76,53,23,2016-17,Pat
27877,2021-03-04,N,Cincinnati,Amer,Vanderbilt,Home,False,78,64,14,2020-21,SEC
13421,2016-11-14,N,Richmond,A10,Old Dominion,Home,False,64,61,3,2016-17,CUSA
13420,2016-11-14,N,Cincinnati,Amer,Albany,Home,True,74,51,23,2016-17,AE
13419,2016-11-14,N,Gonzaga,WCC,San Diego St.,Home,True,69,48,21,2016-17,MWC
13418,2016-11-14,N,Montana,BSky,Wyoming,Home,False,73,72,1,2016-17,MWC
13415,2016-11-14,N,Louisville,ACC,William & Mary,Home,True,91,58,33,2016-17,CAA
13414,2016-11-14,N,Oklahoma St.,B12,Central Arkansas,Home,True,102,90,12,2016-17,Slnd
13423,2016-11-14,N,Auburn,SEC,Georgia St.,Home,True,83,65,18,2016-17,SB
27831,2021-01-12,N,USC,P12,UC Riverside,Home,True,67,62,5,2020-21,BW
27828,2021-01-09,N,Saint Joseph's,A10,Albany,Home,True,67,64,3,2020-21,AE
27826,2021-01-09,N,UC San Diego,BW,UC Irvine,Home,False,79,65,14,2020-21,BW
13523,2016-11-15,N,Manhattan,MAAC,Winthrop,Home,False,94,81,13,2016-17,BSth
13522,2016-11-15,N,George Washington,A10,Siena,Home,True,77,75,2,2016-17,MAAC
13521,2016-11-15,N,Vanderbilt,SEC,Belmont,Home,True,80,66,14,2016-17,OVC
27768,2020-12-23,N,George Mason,A10,Towson,Home,True,70,65,5,2020-21,CAA
27769,2020-12-23,N,Pepperdine,WCC,Cal St. Bakersfield,Home,False,79,51,28,2020-21,BW
27771,2020-12-23,N,Washington St.,P12,Northwestern St.,Home,True,62,52,10,2020-21,Slnd
27767,2020-12-23,N,Rider,MAAC,NJIT,Home,False,81,66,15,2020-21,AE
13516,2016-11-15,N,Middle Tennessee,CUSA,Murray St.,Home,True,87,81,6,2016-17,OVC
27778,2020-12-26,N,Louisville,ACC,Kentucky,Home,True,62,59,3,2020-21,SEC
27779,2020-12-26,N,Towson,CAA,Coppin St.,Home,True,78,73,5,2020-21,MEAC
13511,2016-11-15,N,Florida St.,ACC,Iona,Home,True,99,78,21,2016-17,MAAC
27782,2020-12-26,N,George Mason,A10,Norfolk St.,Home,False,68,65,3,2020-21,MEAC
13509,2016-11-15,N,Baylor,B12,Oregon,Home,True,66,49,17,2016-17,P12
13508,2016-11-15,N,North Carolina,ACC,Long Beach St.,Home,True,93,67,26,2016-17,BW
27776,2020-12-26,N,LSU,SEC,Nicholls St.,Home,True,86,80,6,2020-21,Slnd
13507,2016-11-15,N,Penn St.,B10,Grand Canyon,Home,True,85,76,9,2016-17,WAC
13525,2016-11-15,N,Sacred Heart,NEC,Hofstra,Home,True,90,86,4,2016-17,CAA
13527,2016-11-15,N,Georgetown,BE,Maryland,Home,False,76,75,1,2016-17,B10
13543,2016-11-15,N,LSU,SEC,Southern Miss,Home,True,78,61,17,2016-17,CUSA
27752,2020-12-23,N,Iona,MAAC,Coppin St.,Home,True,85,65,20,2020-21,MEAC
27753,2020-12-23,N,Tennessee,SEC,USC Upstate,Home,True,80,60,20,2020-21,BSth
27758,2020-12-23,N,DePaul,BE,Western Illinois,Home,True,91,72,19,2020-21,Sum
13537,2016-11-15,N,Virginia,ACC,St. Francis NY,Home,True,72,32,40,2016-17,NEC
13536,2016-11-15,N,Hartford,AE,Niagara,Home,True,82,78,4,2016-17,MAAC
27766,2020-12-23,N,St. Francis NY,NEC,Saint Peter's,Home,False,70,64,6,2020-21,MAAC
27759,2020-12-23,N,Saint Louis,A10,UMKC,Home,True,62,46,16,2020-21,Sum
13533,2016-11-15,N,Morgan St.,MEAC,Towson,Home,False,78,72,6,2016-17,CAA
27760,2020-12-23,N,UNC Wilmington,CAA,Delaware St.,Home,True,87,63,24,2020-21,MEAC
27763,2020-12-23,N,Grambling St.,SWAC,Southeastern Louisia,Home,False,77,70,7,2020-21,Slnd
13530,2016-11-15,N,Stanford,P12,Cal St. Northridge,Home,True,96,69,27,2016-17,BW
13529,2016-11-15,N,Toledo,MAC,Youngstown St.,Home,True,103,98,5,2016-17,Horz
13528,2016-11-15,N,Cleveland St.,Horz,Canisius,Home,True,67,64,3,2016-17,MAAC
13534,2016-11-15,N,Kansas St.,B12,Nebraska Omaha,Home,True,81,68,13,2016-17,Sum
13387,2016-11-14,N,TCU,B12,Alabama St.,Home,True,98,62,36,2016-17,SWAC
13506,2016-11-15,N,Alabama,SEC,Dayton,Home,False,77,72,5,2016-17,A10
27784,2020-12-27,N,Vanderbilt,SEC,Alcorn St.,Home,True,87,59,28,2020-21,SWAC
27805,2020-12-30,N,Saint Mary's,WCC,Sacramento St.,Home,True,63,45,18,2020-21,BSky
27807,2020-12-30,N,TCU,B12,Prairie View A&M,Home,True,66,61,5,2020-21,SWAC
27810,2020-12-30,N,Delaware St.,MEAC,Manhattan,Home,False,65,59,6,2020-21,MAAC
27813,2021-01-02,N,Mississippi,SEC,Wichita St.,Home,False,83,79,4,2020-21,Amer
13481,2016-11-14,N,Connecticut,Amer,Northeastern,Home,False,64,61,3,2016-17,CAA
27814,2021-01-02,N,South Carolina,SEC,Florida A&M,Home,True,78,71,7,2020-21,MEAC
27804,2020-12-30,N,Seattle,WAC,Portland,Home,True,84,68,16,2020-21,WCC
27816,2021-01-02,N,Loyola Chicago,MVC,North Texas,Home,True,57,49,8,2020-21,CUSA
27818,2021-01-02,N,Weber St.,BSky,Utah Valley,Home,True,70,62,8,2020-21,WAC
27821,2021-01-03,N,James Madison,CAA,Morgan St.,Home,False,80,73,7,2020-21,MEAC
13475,2016-11-14,N,Colorado,P12,Seattle,Home,True,67,55,12,2016-17,WAC
27822,2021-01-05,N,James Madison,CAA,Florida Atlantic,Home,True,79,70,9,2020-21,CUSA
27824,2021-01-09,N,Syracuse,ACC,Georgetown,Home,True,74,69,5,2020-21,BE
13472,2016-11-14,N,Georgia,SEC,UNC Asheville,Home,True,60,46,14,2016-17,BSth
13478,2016-11-14,N,UNC Greensboro,SC,Presbyterian,Home,True,61,42,19,2016-17,BSth
13505,2016-11-15,N,Wright St.,Horz,Miami OH,Home,True,89,87,2,2016-17,MAC
27802,2020-12-30,N,Baylor,B12,Alcorn St.,Home,True,105,76,29,2020-21,SWAC
13489,2016-11-14,N,Temple,Amer,New Hampshire,Home,False,57,52,5,2016-17,AE
27786,2020-12-28,N,Gonzaga,WCC,Northern Arizona,Home,True,88,58,30,2020-21,BSky
13502,2016-11-15,N,Tennessee,SEC,Appalachian St.,Home,True,103,94,9,2016-17,SB
27788,2020-12-28,N,Cal St. Northridge,BW,New Mexico St.,Home,True,66,63,3,2020-21,WAC
13500,2016-11-15,N,Virginia Tech,ACC,High Point,Home,True,99,73,26,2016-17,BSth
13499,2016-11-15,N,Creighton,BE,Wisconsin,Home,True,79,67,12,2016-17,B10
13498,2016-11-15,N,Arizona,P12,Cal St. Bakersfield,Home,True,78,66,12,2016-17,WAC
13488,2016-11-14,N,East Carolina,Amer,North Carolina A&T,Home,True,61,51,10,2016-17,MEAC
27790,2020-12-29,N,Gonzaga,WCC,Utah Tech,Home,True,112,67,45,2020-21,WAC
27791,2020-12-29,N,USC,P12,Santa Clara,Home,True,86,63,23,2020-21,WCC
13494,2016-11-14,N,Saint Peter's,MAAC,Lafayette,Home,False,61,57,4,2016-17,Pat
27792,2020-12-29,N,Texas Tech,B12,Incarnate Word,Home,True,79,51,28,2020-21,Slnd
27793,2020-12-29,N,West Virginia,B12,Northeastern,Home,True,73,51,22,2020-21,CAA
27794,2020-12-29,N,Baylor,B12,Central Arkansas,Home,True,93,56,37,2020-21,Slnd
27799,2020-12-29,N,Kansas St.,B12,Nebraska Omaha,Home,True,60,58,2,2020-21,Sum
13496,2016-11-15,N,Syracuse,ACC,Holy Cross,Home,True,90,46,44,2016-17,Pat
12781,2016-03-16,P,Eastern Washington,BSky,Pepperdine,Home,True,79,72,7,2015-16,WCC
13382,2016-11-14,N,New Mexico,MWC,Houston Christian,Home,True,95,79,16,2016-17,Slnd
13379,2016-11-14,N,Northwestern,B10,Eastern Washington,Home,True,86,72,14,2016-17,BSky
13141,2016-11-11,N,USC,P12,Montana,Home,True,75,61,14,2016-17,BSky
13144,2016-11-11,N,Penn St.,B10,Albany,Home,False,87,81,6,2016-17,AE
13146,2016-11-11,N,Alabama,SEC,Coastal Carolina,Home,True,70,53,17,2016-17,SB
13151,2016-11-11,N,South Florida,Amer,Florida A&M,Home,True,84,73,11,2016-17,MEAC
13152,2016-11-11,N,Old Dominion,CUSA,James Madison,Home,True,62,55,7,2016-17,CAA
13153,2016-11-11,N,Virginia Tech,ACC,Maine,Home,True,80,67,13,2016-17,AE
13154,2016-11-11,N,Wichita St.,MVC,South Carolina St.,Home,True,85,39,46,2016-17,MEAC
13158,2016-11-11,N,Mississippi,SEC,Tennessee Martin,Home,True,86,83,3,2016-17,OVC
13159,2016-11-11,N,Loyola Chicago,MVC,Alcorn St.,Home,True,69,44,25,2016-17,SWAC
13163,2016-11-11,N,Texas A&M,SEC,Northwestern St.,Home,True,72,44,28,2016-17,Slnd
13165,2016-11-11,N,Auburn,SEC,North Florida,Home,True,83,66,17,2016-17,ASun
13166,2016-11-11,N,Portland,WCC,UC Riverside,Home,True,71,55,16,2016-17,BW
13167,2016-11-11,N,Pepperdine,WCC,Cal Poly,Home,True,77,68,9,2016-17,BW
13171,2016-11-11,N,Stony Brook,AE,Columbia,Home,False,73,66,7,2016-17,Ivy
13173,2016-11-11,N,Valparaiso,Horz,Southern Utah,Home,True,79,65,14,2016-17,BSky
13174,2016-11-11,N,Niagara,MAAC,Buffalo,Home,False,76,66,10,2016-17,MAC
13176,2016-11-11,N,Fresno St.,MWC,UTSA,Home,True,69,66,3,2016-17,CUSA
13207,2016-11-11,N,Boston College,ACC,Nicholls St.,Home,False,79,73,6,2016-17,Slnd
13206,2016-11-11,N,Duquesne,A10,Loyola MD,Home,True,65,60,5,2016-17,Pat
13204,2016-11-11,N,Hawaii,BW,SIU Edwardsville,Home,False,69,68,1,2016-17,OVC
13203,2016-11-11,N,Oregon St.,P12,Prairie View A&M,Home,True,78,58,20,2016-17,SWAC
13202,2016-11-11,N,UNLV,MWC,South Alabama,Home,False,76,68,8,2016-17,SB
13200,2016-11-11,N,Richmond,A10,VMI,Home,True,72,69,3,2016-17,SC
13140,2016-11-11,N,East Carolina,Amer,Grambling St.,Home,True,72,57,15,2016-17,SWAC
13198,2016-11-11,N,Hofstra,CAA,Coppin St.,Home,True,74,72,2,2016-17,MEAC
13191,2016-11-11,N,Bucknell,Pat,Manhattan,Home,True,76,64,12,2016-17,MAAC
13189,2016-11-11,N,Washington St.,P12,Montana St.,Home,True,69,65,4,2016-17,BSky
13188,2016-11-11,N,Maryland,B10,American,Home,True,62,56,6,2016-17,Pat
13185,2016-11-11,N,Central Connecticut,NEC,Hartford,Home,True,75,60,15,2016-17,AE
13184,2016-11-11,N,Tennessee,SEC,Chattanooga,Home,False,82,69,13,2016-17,SC
13182,2016-11-11,N,New Mexico,MWC,Idaho St.,Home,True,81,70,11,2016-17,BSky
13192,2016-11-11,N,Oakland,Horz,Bowling Green,Home,True,78,70,8,2016-17,MAC
13139,2016-11-11,N,Iowa St.,B12,Savannah St.,Home,True,113,71,42,2016-17,MEAC
13136,2016-11-11,N,Wake Forest,ACC,Radford,Home,True,80,59,21,2016-17,BSth
13133,2016-11-11,N,UNC Greensboro,SC,Virginia,Home,False,76,51,25,2016-17,ACC
13097,2016-11-11,N,Michigan,B10,Howard,Home,True,76,58,18,2016-17,MEAC
13096,2016-11-11,N,N.C. State,ACC,Georgia Southern,Home,True,81,79,2,2016-17,SB
13095,2016-11-11,N,Drake,MVC,South Dakota,Home,False,79,74,5,2016-17,Sum
13093,2016-11-11,N,Mississippi St.,SEC,Norfolk St.,Home,True,78,74,4,2016-17,MEAC
13090,2016-11-11,N,Minnesota,B10,Louisiana,Home,True,86,74,12,2016-17,SB
13088,2016-11-11,N,Illinois,B10,Southeast Missouri S,Home,True,81,62,19,2016-17,OVC
13099,2016-11-11,N,Iowa,B10,Kennesaw St.,Home,True,91,74,17,2016-17,ASun
13087,2016-11-11,N,Temple,Amer,La Salle,Home,True,97,92,5,2016-17,A10
13085,2016-11-11,N,San Diego St.,MWC,San Diego,Home,True,69,59,10,2016-17,WCC
28056,2021-11-09,N,Villanova,BE,Mount St. Mary's,Home,True,91,51,40,2021-22,NEC
13083,2016-11-11,N,Southern Illinois,MVC,Wright St.,Home,False,85,81,4,2016-17,Horz
28057,2021-11-09,N,Iowa,B10,Longwood,Home,True,106,73,33,2021-22,BSth
13081,2016-11-11,N,Wisconsin,B10,Central Arkansas,Home,True,79,47,32,2016-17,Slnd
13080,2016-11-11,N,Pittsburgh,ACC,Eastern Michigan,Home,True,93,90,3,2016-17,MAC
13086,2016-11-11,N,Louisville,ACC,Evansville,Home,True,78,47,31,2016-17,MVC
13208,2016-11-11,N,Connecticut,Amer,Wagner,Home,False,67,58,9,2016-17,NEC
13103,2016-11-11,N,Navy,Pat,Ohio St.,Home,False,78,68,10,2016-17,B10
13105,2016-11-11,N,Northwestern,B10,Mississippi Valley S,Home,True,94,63,31,2016-17,SWAC
13131,2016-11-11,N,Tulsa,Amer,Jacksonville St.,Home,False,84,73,11,2016-17,OVC
13130,2016-11-11,N,SMU,Amer,Gardner Webb,Home,True,72,44,28,2016-17,BSth
13129,2016-11-11,N,George Washington,A10,Maryland Eastern Sho,Home,True,75,71,4,2016-17,MEAC
13128,2016-11-11,N,San Francisco,WCC,Illinois Chicago,Home,True,82,80,2,2016-17,Horz
13124,2016-11-11,N,Arizona St.,P12,Portland St.,Home,True,88,70,18,2016-17,BSky
13123,2016-11-11,N,Georgia Tech,ACC,Tennessee Tech,Home,True,70,55,15,2016-17,OVC
13104,2016-11-11,N,Fairfield,MAAC,Sacred Heart,Home,True,85,63,22,2016-17,NEC
13122,2016-11-11,N,Monmouth,MAAC,Drexel,Home,True,78,65,13,2016-17,CAA
13116,2016-11-11,N,Northern Illinois,MAC,Indiana St.,Home,True,80,78,2,2016-17,MVC
13115,2016-11-11,N,North Dakota St.,Sum,Arkansas St.,Home,True,76,66,10,2016-17,SB
13111,2016-11-11,N,Oklahoma St.,B12,Campbell,Home,True,102,65,37,2016-17,BSth
13109,2016-11-11,N,Rhode Island,A10,Dartmouth,Home,True,84,61,23,2016-17,Ivy
13107,2016-11-11,N,California,P12,South Dakota St.,Home,True,82,53,29,2016-17,Sum
13106,2016-11-11,N,Duke,ACC,Marist,Home,True,94,49,45,2016-17,MAAC
13117,2016-11-11,N,Baylor,B12,Oral Roberts,Home,True,76,61,15,2016-17,Sum
13212,2016-11-11,N,Texas,B12,Incarnate Word,Home,True,78,73,5,2016-17,Slnd
13215,2016-11-11,N,Massachusetts,A10,UMass Lowell,Home,True,90,76,14,2016-17,AE
13217,2016-11-11,N,Santa Clara,WCC,Northern Arizona,Home,True,67,64,3,2016-17,BSky
13328,2016-11-13,N,Wichita St.,MVC,Long Beach St.,Home,True,92,55,37,2016-17,BW
13327,2016-11-13,N,Penn St.,B10,Duquesne,Home,True,82,74,8,2016-17,A10
13325,2016-11-13,N,Brown,Ivy,Niagara,Home,True,88,79,9,2016-17,MAAC
13322,2016-11-13,N,Hawaii,BW,Texas St.,Home,True,74,68,6,2016-17,SB
13321,2016-11-13,N,Michigan,B10,IU Indy,Home,True,77,65,12,2016-17,Sum
13320,2016-11-13,N,Florida,SEC,Mercer,Home,True,76,54,22,2016-17,SC
13334,2016-11-13,N,Illinois,B10,Northern Kentucky,Home,True,79,64,15,2016-17,Horz
13319,2016-11-13,N,Cal St. Fullerton,BW,Portland St.,Home,True,106,100,6,2016-17,BSky
13315,2016-11-13,N,DePaul,BE,Robert Morris,Home,True,78,72,6,2016-17,NEC
13314,2016-11-13,N,Seton Hall,BE,Central Connecticut,Home,True,82,58,24,2016-17,NEC
13312,2016-11-13,N,Kentucky,SEC,Canisius,Home,True,93,69,24,2016-17,MAAC
13310,2016-11-13,N,Siena,MAAC,Cornell,Home,True,89,78,11,2016-17,Ivy
13309,2016-11-13,N,Morehead St.,OVC,Lipscomb,Home,True,89,75,14,2016-17,ASun
13308,2016-11-13,N,Missouri,SEC,Alabama A&M,Home,True,99,44,55,2016-17,SWAC
13318,2016-11-13,N,Rutgers,B10,Drexel,Home,True,87,66,21,2016-17,CAA
13307,2016-11-13,N,Iowa,B10,Savannah St.,Home,True,116,84,32,2016-17,MEAC
13335,2016-11-13,N,Nebraska,B10,Sacramento St.,Home,True,83,61,22,2016-17,BSky
13345,2016-11-13,N,Santa Clara,WCC,Tennessee St.,Home,False,69,61,8,2016-17,OVC
13378,2016-11-14,N,Pittsburgh,ACC,Gardner Webb,Home,True,99,80,19,2016-17,BSth
13377,2016-11-14,N,Saint Joseph's,A10,Columbia,Home,True,85,65,20,2016-17,Ivy
13376,2016-11-14,N,Arkansas,SEC,Southern Illinois,Home,True,90,65,25,2016-17,MVC
13373,2016-11-14,N,Ohio,MAC,Sam Houston St.,Home,True,96,75,21,2016-17,Slnd
13372,2016-11-14,N,Rhode Island,A10,Marist,Home,True,107,65,42,2016-17,MAAC
13371,2016-11-13,N,Bradley,MVC,Delaware,Home,False,63,49,14,2016-17,CAA
13344,2016-11-13,N,UCLA,P12,Cal St. Northridge,Home,True,102,87,15,2016-17,BW
13369,2016-11-13,N,Longwood,BSth,Maine,Home,False,80,58,22,2016-17,AE
13362,2016-11-13,N,Colorado St.,MWC,New Mexico St.,Home,True,64,61,3,2016-17,WAC
13356,2016-11-13,N,Oregon St.,P12,UTSA,Home,True,72,64,8,2016-17,CUSA
13355,2016-11-13,N,James Madison,CAA,Rice,Home,False,94,70,24,2016-17,CUSA
13353,2016-11-13,N,Maryland Eastern Sho,MEAC,UMBC,Home,False,77,73,4,2016-17,AE
13351,2016-11-13,N,USC,P12,Nebraska Omaha,Home,True,82,72,10,2016-17,Sum
13348,2016-11-13,N,South Dakota,Sum,Bowling Green,Home,True,78,72,6,2016-17,MAC
13365,2016-11-13,N,Delaware St.,MEAC,Texas Southern,Home,False,74,61,13,2016-17,SWAC
13380,2016-11-14,N,Tulane,Amer,Southeastern Louisia,Home,True,93,76,17,2016-17,Slnd
13306,2016-11-13,N,Washington,P12,Yale,Home,False,98,90,8,2016-17,Ivy
13304,2016-11-13,N,Oklahoma,B12,Northwestern St.,Home,True,97,61,36,2016-17,Slnd
13261,2016-11-12,N,Butler,BE,Northern Colorado,Home,True,89,52,37,2016-17,BSky
13257,2016-11-12,N,Notre Dame,ACC,Bryant,Home,True,89,64,25,2016-17,NEC
13255,2016-11-12,N,Youngstown St.,Horz,Akron,Home,True,90,82,8,2016-17,MAC
13254,2016-11-12,N,St. Bonaventure,A10,Saint Francis,Home,True,92,82,10,2016-17,NEC
13251,2016-11-12,N,UT Arlington,SB,Texas Southern,Home,True,89,82,7,2016-17,SWAC
13250,2016-11-12,N,Duke,ACC,Grand Canyon,Home,True,96,61,35,2016-17,WAC
13262,2016-11-12,N,Marshall,CUSA,North Carolina Centr,Home,True,81,69,12,2016-17,MEAC
13249,2016-11-12,N,LSU,SEC,Wofford,Home,True,91,69,22,2016-17,SC
13245,2016-11-11,N,Robert Morris,NEC,Penn,Home,False,67,50,17,2016-17,Ivy
13244,2016-11-11,N,Hampton,MEAC,Rider,Home,False,67,56,11,2016-17,MAAC
13239,2016-11-11,N,UC Irvine,BW,Utah St.,Home,False,72,56,16,2016-17,MWC
13232,2016-11-11,N,Saint Louis,A10,Ball St.,Home,False,85,64,21,2016-17,MAC
13222,2016-11-11,N,Binghamton,AE,Cornell,Home,True,68,62,6,2016-17,Ivy
13220,2016-11-11,N,Charleston,CAA,The Citadel,Home,True,81,68,13,2016-17,SC
13248,2016-11-12,N,Georgetown,BE,USC Upstate,Home,True,105,60,45,2016-17,ASun
13305,2016-11-13,N,Tennessee Martin,OVC,UT Rio Grande Valley,Home,True,88,80,8,2016-17,WAC
13265,2016-11-12,N,Davidson,A10,Appalachian St.,Home,True,86,74,12,2016-17,SB
13271,2016-11-12,N,Florida St.,ACC,Charleston Southern,Home,True,88,67,21,2016-17,BSth
13303,2016-11-13,N,Arizona St.,P12,Cal Poly,Home,True,96,74,22,2016-17,BW
13300,2016-11-13,N,N.C. State,ACC,St. Francis NY,Home,True,86,61,25,2016-17,NEC
13298,2016-11-13,N,North Carolina,ACC,Chattanooga,Home,True,97,57,40,2016-17,SC
13296,2016-11-13,N,SMU,Amer,Eastern Michigan,Home,True,91,64,27,2016-17,MAC
13295,2016-11-13,N,Missouri St.,MVC,Jacksonville St.,Home,True,91,65,26,2016-17,OVC
13293,2016-11-13,N,South Carolina,SEC,Holy Cross,Home,True,81,49,32,2016-17,Pat
13269,2016-11-12,N,Denver,Sum,Jacksonville,Home,False,92,84,8,2016-17,ASun
13292,2016-11-13,N,Wake Forest,ACC,Bucknell,Home,True,94,74,20,2016-17,Pat
13289,2016-11-12,N,Santa Clara,WCC,UC Davis,Home,False,63,58,5,2016-17,BW
13285,2016-11-12,N,George Mason,A10,Towson,Home,False,67,61,6,2016-17,CAA
13283,2016-11-12,N,Ohio,MAC,Southern,Home,True,77,67,10,2016-17,SWAC
13279,2016-11-12,N,Western Kentucky,CUSA,Alabama St.,Home,True,79,66,13,2016-17,SWAC
13277,2016-11-12,N,Quinnipiac,MAAC,Vermont,Home,False,94,70,24,2016-17,AE
13274,2016-11-12,N,Saint Joseph's,A10,Toledo,Home,True,77,76,1,2016-17,MAC
13291,2016-11-12,N,UC Santa Barbara,BW,Nebraska Omaha,Home,False,74,60,14,2016-17,Sum
12780,2016-03-16,P,Ohio,MAC,Albany,Home,True,94,90,4,2015-16,AE
28467,2021-11-12,N,Louisiana Tech,CUSA,Jackson St.,Home,True,70,68,2,2021-22,SWAC
28469,2021-11-12,N,Chicago St.,WAC,SIU Edwardsville,Home,True,67,56,11,2021-22,OVC
12357,2015-12-23,N,Albany,AE,Niagara,Home,True,65,56,9,2015-16,MAAC
